Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
330152,B001OHX1ZY,A2ZRSKYXINBQKH,tenajp8,8,16,1,1282867200,NASTY!!!,"I purchased this product solely off the description from its website.  It stated that, ""It's so delicious many of our customers report they love to eat it off the spoon!"" When I read that, I thought,"" great! Im sold."" I recieved this product and mixed 4 teaspoons with some skim milk and drank it.  I damn near threw up, it took me 30 min. to choke it down.  I then even tried mixing 4 teaspoons with 2 bananas, 10 strawberries, and a quart of strawberry yogurt and it was still undrinkable. I threw it away cause I did not want to spend $20 dollars on other stuff just to make 4 teaspoons taste better. Dont buy this stuff.<br /><br />[...]"
305310,B005PIJQC0,A2P1QES0PI4I3F,Renevatio,20,22,1,1319328000,Bring Back the Old Formula,"New Coke?...seems the Cytosport folks are going to have to learn this lesson the hard way.  I'll not purchase Cytomax again until they return to the old formula or at least improve the ""new"" one as it currently tastes terrible."
37931,B000F6SNPS,AVNOHOBO4ZAQP,Michael Tilford,2,2,1,1347148800,What have they done??,"I've been using this tea for over a year. I don't know what happened but this last  order of six boxes is just awful. Did Good Earth change the formula? Don't know but I will not be ordering this again. They have ruined a formally wonderful product!! So disappointed! However, after notifying Amazon my full purchase price was refunded. Now that is what I call great customer service! Thanks Amazon!"
393008,B003VXL0V6,A3RFU2E6SX9PHG,DRenee,8,9,5,1291420800,"Mmm, mm, great coffee aroma!","While looking for a top rated vanilla K-cup, I stumbled upon this combination flavored cup that was rated higher than any of the vanilla flavored cups at that time.  I took a chance and ordered a double pack from Amazon and was pleasantly surprised. This is a rich tasting medium/light roasted flavor that appeals to several coffee drinkers at our house. There is a hint of built in sweetness so that additional sweeteners are not necessary for those of us who don't care for super sweet coffee. I would classify this as a medium roast and tastes best with the medium sized cup selections on our Keurig Coffee Brewer<a href=""http://www.amazon.com/gp/product/B000GTR2F6"">Keurig B-70 B70 Platinum Single-Cup Home Brewing System</a>. People who prefer extra bold coffees would need to use two of these K-cups to make one extra large travel mug of coffee.<br />  That said, we have found that mixing this flavor with other flavors to make an extra large serving is a most enjoyable pastime at our house. The most popular combo's so far are Jamaica me Crazy with <a href=""http://www.amazon.com/gp/product/B00395DVQS"">Van Houtte French Vanilla K-Cups for Keurig Brewers, 24-Count Boxes (Pack of 2)</a>, Hazlenut<a href=""http://www.amazon.com/gp/product/B00395574M"">Van Houtte Hazelnut Decaffeinated K-Cups for Keurig Brewers, 24-Count Boxes (Pack of 2)</a> or Costa Rican<a href=""http://www.amazon.com/gp/product/B001HKZZ4I"">Van Houtte Caf&eacute;, Costa Rica Tarrazu (Light Roast), 24-Count K-Cups for Keurig Brewers (Pack of 2)</a>. In the end, This is one of the most versatile flavors for those of us who have frequent visitors and several palettes to please."
70383,B001IZIBIY,A2N1EQWZ1Z4IMM,"E. K. Bolin ""eblunt777""",2,2,5,1297900800,Treasure from the Sea,"Dulse is a great snack. There are almost no calories, loads of flavor, and a ton of potassium. Believe it or not, this is a low-sodium treat too. The flavor is something you like, or don't. If you do? Dulse is a great snack and even 'spice' for soups and such!"
246487,B002D4DY8G,AF3EWORDT15AU,John Grove,0,0,4,1259020800,Great Flavored Coffee,"Who doesn't like Dark Chocolate Truffle? Mixed together with a bold Gevalia coffee, you can't go wrong. Try this today or surprise your family near the holidays with this special treat."
318472,B001EQ5HXY,A21OMJUHMCCX95,"Ben Shaw ""_ml""",0,0,2,1217203200,"Good taste, too strong flavoured",The aroma of the fruits are too strong compared to any kind of tea I ever tried. Does not feel natural.<br /><br />Nicely sweetened.
315384,B000NW8AQ6,A3HNIQC1Z2YBBY,Yemaluz,5,7,1,1241308800,horrible-- tastes like the can,"First off, letme say  that I am not Indian, but I did live in India for 10 years. Many years ago I purchsed the Chana Masala (chick peas in sauce) and remember liking it. After many years, I recently came across Jyoti products again, and thought I'd give them a try. I bought Mattar Paneer, Sag Paneer and the yellow lentils with vegetables (carrots). All three were horrible. First of all, they all had an aluminum can flavor. They were all extremely greasy and salty. They smelled horrible. I managed to eat most of the Mattar Paneer when I mixed it with rice, but the others were inedible, mostly because of the can taste, as well as that the ingredients (vegetables, paneer etc.) being completely liquefied/mush from a can. I felt sad throwing all that food away, but I honestly couldn't get it down without feeling like I was going to get sick. I bought something from them a year ago and it was the same thing. I had just assumed it was a bad batch, clearly something else is going on with their product."
553627,B004DGET86,AGDXOBYGWNX2O,C. Hiebert,1,3,1,1342483200,Terrible hangover next day,Saw this on an endcap at Wal-Mart and decided to try it. $2.65 was way too expensive for a product with such common and cheap ingrediants. Yes it knocked me cold but I had terrible grogginess next day.
442503,B001BM68QG,A2LCI8S4XTSST,Sarah M.,4,6,2,1331942400,"the product HAS changed, not just the packaging","The new box says ""NEW LOOK! same great taste!"" and that is a patent lie.<br /><br />I have been drinking this tea for over 10 years.  The previous reviewer is right - the tea is different now.  I had some of the original/previous tea and then I got a big order of the new tea, and I tried them side by side.  They are similar, but the new stuff (in the dark purple box) is more overpowering and I actually disliked whatever new ingredient they added.  It was so terrible to smell and it also affected the taste of the tea.  I drank one glass and it was truly awful; I won't be drinking another.  So sad.<br /><br />This really ticks me off because the product has been perfect and consistent for the last 10+ years.  I noticed that there are fewer tea leaves in the individual bags as well (this was obvious to the naked eye, comparing with the previous tea bags), so it's not as potent as the original.  The old tea bags used to be generous in terms of how much tea was in each bag, and it made a perfect cup of tea.  The new ones are skimpy and one tea bag will not be enough.  That being said, the new flavor is so bad (to me) that I am going to have to give away the 6 boxes."
496995,B005HG9ET0,A2MJ8OL2FYN7CW,Lynne E.,5,7,4,1330473600,"Pure-Tasting Water, But Health Claims Are Not Proved","Essentia is purified water, with electrolytes added ""for a difference you can taste"".  For me, the water is basically tasteless, and I actually prefer the taste of natural spring water (for example, Crystal Geyser or Calistoga).  However, the water tastes very clean, and anyone who is very particular about what he/she ingests will probably love this water.<br /><br />Essentia's selling point is its 9.5 pH.  According to my online research, ordinary tap water is more acidic, with an average 7 pH.  The Mayo Clinic reports that proponents of alkaline water claim it can neutralize acid in the bloodstream, boost energy and metabolism, improve absorption of nutrients, slow the aging process, slow bone loss, and help with disease resistance.  However, the Mayo Clinic also states that these claims have not been verified by researchers.  Debunkers of alkaline water health claims point out that Kansas City tap water has 11 to 12 pH, and that KC residents are no healthier than people in the rest of the U.S.<br /><br />Essentia is purified by reverse osmosis.  Wikipedia explains that reverse osmosis is a filtration method that removes large molecules and ions from solutions by applying pressure to force a solution through a membrane.<br /><br />I rate Essentia water at 4 stars, because it tastes very pure.  However, it is up to the individual to decide whether the water is worth the price, especially as compared to bottled spring water, or to ordinary tap water that is filtered with an attachment (for example, the very good <a href=""http://www.amazon.com/gp/product/B00006WNMI"">Culligan Faucet Filter</a>) or a pitcher equipped with a charcoal filter (for example, the excellent <a href=""http://www.amazon.com/gp/product/B0041LF3HE"">3M Filtrete Water Pitcher</a>)."
440935,B005VOONM6,AZA55FJD7CCZN,"Between the Lines ""J. Morrill""",3,5,4,1332288000,"Amazing smell, good flavor","It should be noted, since it isn't in the product description, that these are pods for a pod-type coffee maker.  They are not to be used without one.  That being said, I thought the flavor was good, nothing that blew me out of the water, but it was pleasant.  My first 2 cups weren't really strong enough for my liking.  I think I will try using a bit less water next time.  Overall, I love the aroma.  This product is organic and fair trade certified.  They also claim to be grown on a biodiverse farm, with workers who are treated ethically, and through sustainable cultivation...all good points for me.  Each pod is individually packaged which seals in freshness."
